JobID,JobName,TotalCPU,MaxRSS,Elapsed
6425471_379,get_pmi_weights,14:39.539,8488880K,00:14:44
6425471_38,get_pmi_weights,03:40:04,16605788K,03:40:51
6425471_380,get_pmi_weights,14:50.113,8486132K,00:14:55
6425471_381,get_pmi_weights,14:59.590,8718676K,00:15:04
6425471_382,get_pmi_weights,14:35.092,8681460K,00:14:40
6425471_383,get_pmi_weights,14:32.871,9921984K,00:14:37
6425471_384,get_pmi_weights,14:11.275,10558332K,00:14:16
6425471_385,get_pmi_weights,14:35.576,10291432K,00:14:40
6425471_386,get_pmi_weights,14:14.789,10457932K,00:14:19
6425471_387,get_pmi_weights,13:18.108,8495420K,00:13:22
6425471_388,get_pmi_weights,12:45.100,8505036K,00:12:49
6425471_389,get_pmi_weights,13:26.731,8512696K,00:13:31
6425471_39,get_pmi_weights,03:39:50,16604800K,03:40:39
6425471_390,get_pmi_weights,13:20.104,8510696K,00:13:24
6425471_391,get_pmi_weights,13:08.672,8488160K,00:13:13
6425471_392,get_pmi_weights,13:11.243,8487956K,00:13:15
6425471_393,get_pmi_weights,13:08.483,8488540K,00:13:13
6425471_394,get_pmi_weights,12:58.758,8487728K,00:13:03
6425471_395,get_pmi_weights,13:08.031,8488296K,00:13:12
6425471_396,get_pmi_weights,12:58.983,8484248K,00:13:03
6425471_397,get_pmi_weights,14:28.425,7453448K,00:14:33
6425471_398,get_pmi_weights,14:16.346,7281.50M,00:14:21
6425471_399,get_pmi_weights,14:44.618,7401792K,00:14:49
6425471_4,get_pmi_weights,22:37.504,13762784K,00:22:46
6425471_40,get_pmi_weights,03:39:59,16511552K,03:40:45
6425471_400,get_pmi_weights,14:28.639,7420040K,00:14:33
6425471_401,get_pmi_weights,14:39.251,7401656K,00:14:44
6425471_402,get_pmi_weights,14:11.719,8631564K,00:14:16
6425471_403,get_pmi_weights,14:45.975,7506116K,00:14:51
6425471_404,get_pmi_weights,14:44.470,7402764K,00:14:49
6425471_405,get_pmi_weights,14:31.836,7454708K,00:14:36
6425471_406,get_pmi_weights,14:32.448,7610132K,00:14:37
6425471_407,get_pmi_weights,14:30.650,7401064K,00:14:36
6425471_408,get_pmi_weights,14:18.509,7400940K,00:14:23
6425471_409,get_pmi_weights,14:44.871,7426924K,00:14:49
6425471_41,get_pmi_weights,03:40:09,16602296K,03:40:56
6425471_410,get_pmi_weights,14:25.058,7401892K,00:14:30
6425471_411,get_pmi_weights,14:39.663,7399560K,00:14:44
6425471_412,get_pmi_weights,14:35.832,7403076K,00:14:40
6425471_413,get_pmi_weights,14:27.279,7627992K,00:14:32
6425471_414,get_pmi_weights,14:21.609,7451084K,00:14:26
6425471_415,get_pmi_weights,14:30.781,8081196K,00:14:36
6425471_416,get_pmi_weights,14:48.280,7400824K,00:14:53
6425471_417,get_pmi_weights,14:26.416,7404512K,00:14:30
6425471_418,get_pmi_weights,14:36.249,7401528K,00:14:40
6425471_419,get_pmi_weights,14:27.612,7419340K,00:14:32
6425471_42,get_pmi_weights,03:39:46,16487380K,03:40:32
6425471_420,get_pmi_weights,14:59.338,7677920K,00:15:04
6425471_421,get_pmi_weights,14:29.863,8140084K,00:14:34
6425471_422,get_pmi_weights,14:31.707,8012604K,00:14:36
6425471_423,get_pmi_weights,14:19.211,7401736K,00:14:23
6425471_424,get_pmi_weights,14:24.009,7401100K,00:14:28
6425471_425,get_pmi_weights,14:29.218,7403692K,00:14:33
6425471_426,get_pmi_weights,14:38.695,7403776K,00:14:43
6425471_427,get_pmi_weights,14:26.636,7402132K,00:14:31
6425471_428,get_pmi_weights,14:17.808,7404300K,00:14:22
6425471_429,get_pmi_weights,14:38.678,7402964K,00:14:43
6425471_43,get_pmi_weights,23:02.654,14443248K,00:23:10
6425471_430,get_pmi_weights,14:42.916,7403460K,00:14:47
6425471_431,get_pmi_weights,14:46.076,7401760K,00:14:50
6425471_432,get_pmi_weights,15:00.349,7401288K,00:15:05
6425471_433,get_pmi_weights,15:19.105,7402020K,00:15:24
6425471_434,get_pmi_weights,14:33.590,7398184K,00:14:37
6425471_435,get_pmi_weights,14:10.859,7903424K,00:14:15
6425471_436,get_pmi_weights,14:12.262,8262980K,00:14:16
6425471_437,get_pmi_weights,14:08.058,8416688K,00:14:12
6425471_438,get_pmi_weights,14:39.448,7417924K,00:14:43
6425471_439,get_pmi_weights,14:35.252,7402400K,00:14:39
6425471_44,get_pmi_weights,23:05.506,13850160K,00:23:13
6425471_440,get_pmi_weights,14:28.159,7419508K,00:14:32
6425471_441,get_pmi_weights,14:16.855,6430900K,00:14:21
6425471_442,get_pmi_weights,14:38.702,6639416K,00:14:43
6425471_443,get_pmi_weights,14:33.607,6379376K,00:14:38
6425471_444,get_pmi_weights,14:35.615,6309108K,00:14:40
6425471_445,get_pmi_weights,14:33.666,6330176K,00:14:38
6425471_446,get_pmi_weights,14:27.449,6350744K,00:14:32
6425471_447,get_pmi_weights,14:28.909,7095852K,00:14:33
6425471_448,get_pmi_weights,13:58.099,6344280K,00:14:03
6425471_449,get_pmi_weights,14:08.332,6395920K,00:14:12
6425471_45,get_pmi_weights,25:50.392,11218744K,00:25:58
6425471_450,get_pmi_weights,14:29.793,6873628K,00:14:34
6425471_451,get_pmi_weights,14:24.857,6502136K,00:14:29
6425471_452,get_pmi_weights,14:10.989,6713832K,00:14:15
6425471_453,get_pmi_weights,14:28.879,6242560K,00:14:33
6425471_454,get_pmi_weights,14:19.074,6243260K,00:14:23
6425471_455,get_pmi_weights,14:36.106,6242172K,00:14:41
6425471_456,get_pmi_weights,14:50.975,6494872K,00:14:56
6425471_457,get_pmi_weights,14:33.373,6243368K,00:14:38
6425471_458,get_pmi_weights,14:37.564,6243188K,00:14:42
6425471_459,get_pmi_weights,14:46.454,6243104K,00:14:51
6425471_46,get_pmi_weights,26:13.133,11067808K,00:26:21
6425471_460,get_pmi_weights,14:30.143,6243440K,00:14:35
6425471_461,get_pmi_weights,14:32.331,6243004K,00:14:37
6425471_462,get_pmi_weights,14:35.237,6312508K,00:14:39
6425471_463,get_pmi_weights,14:11.485,6258212K,00:14:16
6425471_464,get_pmi_weights,14:25.548,6259304K,00:14:30
6425471_465,get_pmi_weights,14:46.422,6601712K,00:14:51
6425471_466,get_pmi_weights,14:07.838,6355568K,00:14:12
6425471_467,get_pmi_weights,14:01.866,6292432K,00:14:06
6425471_468,get_pmi_weights,14:24.136,6260896K,00:14:28
6425471_469,get_pmi_weights,14:05.311,6234348K,00:14:10
6425471_47,get_pmi_weights,25:57.918,11633856K,00:26:06
6425471_470,get_pmi_weights,14:10.580,6288152K,00:14:15
6425471_471,get_pmi_weights,14:24.838,6979868K,00:14:29
6425471_472,get_pmi_weights,14:39.920,6325324K,00:14:44
6425471_473,get_pmi_weights,14:23.355,6243164K,00:14:27
6425471_474,get_pmi_weights,14:52.158,6242988K,00:14:56
6425471_475,get_pmi_weights,14:12.331,6244228K,00:14:16
6425471_476,get_pmi_weights,14:20.719,7144488K,00:14:25
6425471_477,get_pmi_weights,14:26.697,6447068K,00:14:31
6425471_478,get_pmi_weights,14:12.868,6427500K,00:14:17
6425471_479,get_pmi_weights,14:29.472,6421264K,00:14:33
6425471_48,get_pmi_weights,25:34.277,11066016K,00:25:42
6425471_480,get_pmi_weights,14:23.881,6260444K,00:14:28
6425471_481,get_pmi_weights,14:18.286,6242752K,00:14:23
6425471_482,get_pmi_weights,14:13.781,6244860K,00:14:18
6425471_483,get_pmi_weights,14:18.140,6493264K,00:14:22
6425471_484,get_pmi_weights,14:16.943,6244252K,00:14:21
6425471_485,get_pmi_weights,13:36.814,6006196K,00:13:41
6425471_486,get_pmi_weights,13:47.830,5812192K,00:13:52
6425471_487,get_pmi_weights,13:48.351,5800668K,00:13:53
6425471_488,get_pmi_weights,14:30.776,5811872K,00:14:35
6425471_489,get_pmi_weights,13:35.811,5809548K,00:13:40
6425471_49,get_pmi_weights,25:51.331,11949236K,00:25:59
6425471_490,get_pmi_weights,13:50.755,5844228K,00:13:55
6425471_491,get_pmi_weights,14:23.244,5808816K,00:14:28
6425471_492,get_pmi_weights,13:29.848,5935072K,00:13:34
6425471_493,get_pmi_weights,13:28.394,6105768K,00:13:33
6425471_494,get_pmi_weights,13:30.653,6020904K,00:13:35
6425471_495,get_pmi_weights,14:02.561,6015592K,00:14:07
6425471_496,get_pmi_weights,13:43.864,5816792K,00:13:48
6425471_497,get_pmi_weights,13:58.135,5835388K,00:14:02
6425471_498,get_pmi_weights,13:27.123,5806332K,00:13:31
6425471_499,get_pmi_weights,13:52.420,5800896K,00:13:57
6425471_5,get_pmi_weights,22:02.820,13766316K,00:22:11
6425471_50,get_pmi_weights,25:43.139,12725780K,00:25:52
6425471_500,get_pmi_weights,13:45.965,5800908K,00:13:50
6425471_501,get_pmi_weights,13:50.724,5800464K,00:13:55
6425471_502,get_pmi_weights,13:40.421,5811648K,00:13:45
6425471_503,get_pmi_weights,13:53.365,5828592K,00:13:57
6425471_504,get_pmi_weights,13:41.474,5813196K,00:13:45
6425471_505,get_pmi_weights,13:36.075,5854224K,00:13:40
6425471_506,get_pmi_weights,14:18.423,5800904K,00:14:22
6425471_507,get_pmi_weights,13:53.716,6126724K,00:13:58
6425471_508,get_pmi_weights,13:46.898,6082544K,00:13:51
6425471_509,get_pmi_weights,13:36.822,6072796K,00:13:41
6425471_51,get_pmi_weights,25:20.107,11069792K,00:25:28
6425471_510,get_pmi_weights,13:34.273,5813228K,00:13:39
6425471_511,get_pmi_weights,13:48.061,5812644K,00:13:52
6425471_512,get_pmi_weights,13:59.123,5812348K,00:14:03
6425471_513,get_pmi_weights,14:19.198,5812500K,00:14:24
6425471_514,get_pmi_weights,13:35.953,5827680K,00:13:40
6425471_515,get_pmi_weights,13:43.941,6272868K,00:13:48
6425471_516,get_pmi_weights,14:04.304,5936656K,00:14:09
6425471_517,get_pmi_weights,13:41.243,6061768K,00:13:46
6425471_518,get_pmi_weights,14:12.488,5802752K,00:14:17
6425471_519,get_pmi_weights,13:39.100,5802580K,00:13:43
6425471_52,get_pmi_weights,26:06.776,11070148K,00:26:15
6425471_520,get_pmi_weights,13:53.149,6882524K,00:13:57
6425471_521,get_pmi_weights,13:48.874,5850432K,00:13:53
6425471_522,get_pmi_weights,13:52.108,5800540K,00:13:56
6425471_523,get_pmi_weights,13:43.227,6283260K,00:13:48
6425471_524,get_pmi_weights,13:38.468,6298008K,00:13:43
6425471_525,get_pmi_weights,14:07.517,5905392K,00:14:12
6425471_526,get_pmi_weights,13:26.386,5800904K,00:13:31
6425471_527,get_pmi_weights,13:36.961,5800892K,00:13:41
6425471_528,get_pmi_weights,13:43.724,5800868K,00:13:48
6425471_529,get_pmi_weights,10:29.670,4443232K,00:10:33
6425471_53,get_pmi_weights,26:04.889,11069904K,00:26:13
6425471_530,get_pmi_weights,10:20.016,4488084K,00:10:23
6425471_531,get_pmi_weights,10:38.721,4592836K,00:10:42
6425471_532,get_pmi_weights,10:22.335,4525280K,00:10:26
6425471_533,get_pmi_weights,10:21.627,5067692K,00:10:25
6425471_534,get_pmi_weights,10:26.661,4501216K,00:10:30
6425471_535,get_pmi_weights,10:27.963,4652488K,00:10:31
6425471_536,get_pmi_weights,10:30.296,4569412K,00:10:34
6425471_537,get_pmi_weights,10:47.618,4433952K,00:10:51
6425471_538,get_pmi_weights,10:42.244,4453044K,00:10:46
6425471_539,get_pmi_weights,10:22.834,4356276K,00:10:27
6425471_54,get_pmi_weights,25:49.575,11266996K,00:25:58
6425471_540,get_pmi_weights,10:28.220,4353700K,00:10:32
6425471_541,get_pmi_weights,10:24.297,4479936K,00:10:28
6425471_542,get_pmi_weights,10:28.895,4527328K,00:10:33
6425471_543,get_pmi_weights,10:26.920,4432780K,00:10:31
6425471_544,get_pmi_weights,10:16.144,4329800K,00:10:19
6425471_545,get_pmi_weights,10:20.648,4328500K,00:10:24
6425471_546,get_pmi_weights,10:31.631,4330488K,00:10:35
6425471_547,get_pmi_weights,10:43.471,4328484K,00:10:47
6425471_548,get_pmi_weights,10:25.044,4631156K,00:10:28
6425471_549,get_pmi_weights,10:20.257,4560664K,00:10:24
6425471_55,get_pmi_weights,25:59.335,11070056K,00:26:08
6425471_550,get_pmi_weights,10:08.099,4438064K,00:10:11
6425471_551,get_pmi_weights,10:43.162,4436096K,00:10:47
6425471_552,get_pmi_weights,10:21.785,4329648K,00:10:25
6425471_553,get_pmi_weights,10:43.900,4330056K,00:10:47
6425471_554,get_pmi_weights,10:16.653,4328352K,00:10:20
6425471_555,get_pmi_weights,10:39.479,4328216K,00:10:43
6425471_556,get_pmi_weights,10:18.394,4328528K,00:10:22
6425471_557,get_pmi_weights,10:32.342,4328240K,00:10:35
6425471_558,get_pmi_weights,10:20.465,4328172K,00:10:23
6425471_559,get_pmi_weights,10:13.788,4328272K,00:10:16
6425471_56,get_pmi_weights,25:43.684,11070176K,00:25:52
6425471_560,get_pmi_weights,10:25.216,4681696K,00:10:29
6425471_561,get_pmi_weights,10:30.571,4463572K,00:10:35
6425471_562,get_pmi_weights,10:27.890,4579088K,00:10:32
6425471_563,get_pmi_weights,10:46.295,4328492K,00:10:50
6425471_564,get_pmi_weights,10:20.983,4328440K,00:10:25
6425471_565,get_pmi_weights,10:21.534,4328332K,00:10:25
6425471_566,get_pmi_weights,10:25.748,4636468K,00:10:29
6425471_567,get_pmi_weights,10:24.543,4328536K,00:10:28
6425471_568,get_pmi_weights,10:43.848,4328344K,00:10:47
6425471_569,get_pmi_weights,10:23.299,4328460K,00:10:27
6425471_57,get_pmi_weights,25:35.851,11676408K,00:25:44
6425471_570,get_pmi_weights,10:24.408,4328352K,00:10:28
6425471_571,get_pmi_weights,10:07.239,4328336K,00:10:10
6425471_572,get_pmi_weights,10:34.713,4328388K,00:10:39
6425471_573,get_pmi_weights,09:26.629,6635504K,00:09:30
6425471_574,get_pmi_weights,09:37.465,5690628K,00:09:40
6425471_575,get_pmi_weights,09:45.794,5753056K,00:09:49
6425471_576,get_pmi_weights,09:27.120,5917600K,00:09:30
6425471_577,get_pmi_weights,09:56.386,5862156K,00:10:00
6425471_578,get_pmi_weights,10:00.080,5916036K,00:10:03
6425471_579,get_pmi_weights,09:39.754,5654836K,00:09:43
6425471_58,get_pmi_weights,26:05.062,12241876K,00:26:14
6425471_580,get_pmi_weights,09:34.857,5626000K,00:09:38
6425471_581,get_pmi_weights,09:24.279,6063216K,00:09:27
6425471_582,get_pmi_weights,09:40.331,6324556K,00:09:43
6425471_583,get_pmi_weights,09:30.672,6637244K,00:09:33
6425471_584,get_pmi_weights,09:45.652,5821392K,00:09:49
6425471_585,get_pmi_weights,09:32.310,5901456K,00:09:36
6425471_586,get_pmi_weights,09:31.175,6026812K,00:09:35
6425471_587,get_pmi_weights,09:27.845,5563192K,00:09:31
6425471_588,get_pmi_weights,09:33.124,5557068K,00:09:37
6425471_589,get_pmi_weights,09:36.060,5563060K,00:09:39
6425471_59,get_pmi_weights,25:35.574,11714256K,00:25:44
6425471_590,get_pmi_weights,09:56.888,5550912K,00:10:00
6425471_591,get_pmi_weights,09:36.728,5795540K,00:09:40
6425471_592,get_pmi_weights,09:33.550,5721196K,00:09:37
6425471_593,get_pmi_weights,09:42.049,5790532K,00:09:45
6425471_594,get_pmi_weights,09:32.676,5562856K,00:09:36
6425471_595,get_pmi_weights,09:46.277,5558944K,00:09:50
6425471_596,get_pmi_weights,09:46.339,5555652K,00:09:50
6425471_597,get_pmi_weights,09:28.477,5563052K,00:09:32
6425471_598,get_pmi_weights,09:38.566,5723484K,00:09:42
6425471_599,get_pmi_weights,09:28.561,5695024K,00:09:32
6425471_6,get_pmi_weights,21:44.370,13759608K,00:21:52
6425471_60,get_pmi_weights,25:46.639,12055056K,00:25:55
6425471_600,get_pmi_weights,09:30.325,5921084K,00:09:34
6425471_601,get_pmi_weights,09:38.104,5708932K,00:09:41
6425471_602,get_pmi_weights,09:25.234,5717392K,00:09:29
6425471_603,get_pmi_weights,09:23.126,5701940K,00:09:26
6425471_604,get_pmi_weights,09:34.439,5753400K,00:09:38
6425471_605,get_pmi_weights,09:22.579,5954940K,00:09:26
6425471_606,get_pmi_weights,09:23.525,6111396K,00:09:27
6425471_607,get_pmi_weights,09:23.076,5568872K,00:09:26
6425471_608,get_pmi_weights,09:34.890,5563236K,00:09:38
6425471_609,get_pmi_weights,09:40.602,5558992K,00:09:44
6425471_61,get_pmi_weights,24:55.565,11389064K,00:25:04
6425471_610,get_pmi_weights,09:37.026,5554784K,00:09:40
6425471_611,get_pmi_weights,09:30.887,5598256K,00:09:35
6425471_612,get_pmi_weights,09:49.640,5586260K,00:09:53
6425471_613,get_pmi_weights,09:31.042,5558756K,00:09:35
6425471_614,get_pmi_weights,09:41.623,5558904K,00:09:45
6425471_615,get_pmi_weights,09:36.946,5561012K,00:09:41
6425471_616,get_pmi_weights,09:41.537,5556900K,00:09:45
6425471_617,get_pmi_weights,08:39.952,5582708K,00:08:44
6425471_618,get_pmi_weights,08:43.235,5442M,00:08:47
6425471_619,get_pmi_weights,09:12.731,6562400K,00:09:16
6425471_62,get_pmi_weights,24:44.123,11715964K,00:24:52
6425471_620,get_pmi_weights,08:54.091,5594864K,00:08:57
6425471_621,get_pmi_weights,08:50.363,5550568K,00:08:54
6425471_622,get_pmi_weights,08:52.142,5586348K,00:08:55
6425471_623,get_pmi_weights,08:42.516,5576500K,00:08:46
6425471_624,get_pmi_weights,08:42.276,5551912K,00:08:45
6425471_625,get_pmi_weights,08:46.503,5566588K,00:08:50
6425471_626,get_pmi_weights,08:44.776,6488232K,00:08:48
6425471_627,get_pmi_weights,08:43.190,5668216K,00:08:46
6425471_628,get_pmi_weights,08:46.583,5605640K,00:08:50
6425471_629,get_pmi_weights,08:50.884,5723544K,00:08:54
6425471_63,get_pmi_weights,25:21.399,12592736K,00:25:29
6425471_630,get_pmi_weights,08:55.632,5744988K,00:08:58
6425471_631,get_pmi_weights,08:40.268,5737308K,00:08:43
6425471_632,get_pmi_weights,08:47.889,5711428K,00:08:51
6425471_633,get_pmi_weights,08:57.917,5797516K,00:09:01
6425471_634,get_pmi_weights,08:46.063,5818796K,00:08:49
6425471_635,get_pmi_weights,08:47.309,5637304K,00:08:50
6425471_636,get_pmi_weights,08:57.374,5607296K,00:09:01
6425471_637,get_pmi_weights,08:38.985,5594252K,00:08:42
6425471_638,get_pmi_weights,08:28.975,5662816K,00:08:32
6425471_639,get_pmi_weights,09:05.661,5598700K,00:09:09
6425471_64,get_pmi_weights,24:56.159,12449764K,00:25:05
6425471_640,get_pmi_weights,08:42.300,5665396K,00:08:45
6425471_641,get_pmi_weights,08:47.123,5805184K,00:08:50
6425471_642,get_pmi_weights,08:46.276,5836752K,00:08:49
6425471_643,get_pmi_weights,08:55.994,5550296K,00:08:58
6425471_644,get_pmi_weights,08:44.303,5550616K,00:08:47
6425471_645,get_pmi_weights,08:40.177,6614112K,00:08:42
6425471_646,get_pmi_weights,08:51.368,5544400K,00:08:54
6425471_647,get_pmi_weights,08:34.887,5552340K,00:08:37
6425471_648,get_pmi_weights,08:42.339,5550384K,00:08:45
6425471_649,get_pmi_weights,08:35.537,5602996K,00:08:38
6425471_65,get_pmi_weights,24:46.996,12647380K,00:24:55
6425471_650,get_pmi_weights,08:45.401,5550416K,00:08:49
6425471_651,get_pmi_weights,09:37.551,5891672K,00:09:41
6425471_652,get_pmi_weights,09:36.637,5712152K,00:09:40
6425471_653,get_pmi_weights,09:33.080,5709060K,00:09:37
6425471_654,get_pmi_weights,09:39.383,5695848K,00:09:43
6425471_655,get_pmi_weights,09:35.904,5695356K,00:09:39
6425471_656,get_pmi_weights,09:39.620,5685852K,00:09:43
6425471_657,get_pmi_weights,08:41.245,5545804K,00:08:44
6425471_658,get_pmi_weights,08:48.642,5550840K,00:08:52
6425471_659,get_pmi_weights,08:35.722,5550332K,00:08:39
6425471_66,get_pmi_weights,24:50.213,12813744K,00:24:58
6425471_660,get_pmi_weights,08:37.977,5553016K,00:08:41
6425471_661,get_pmi_weights,08:59.069,5144968K,00:09:02
6425471_662,get_pmi_weights,09:36.589,5186448K,00:09:40
6425471_663,get_pmi_weights,09:04.812,5167388K,00:09:08
6425471_664,get_pmi_weights,09:07.767,5965924K,00:09:11
6425471_665,get_pmi_weights,08:56.106,5528968K,00:08:59
6425471_666,get_pmi_weights,08:58.888,5718180K,00:09:02
6425471_667,get_pmi_weights,08:49.951,5361020K,00:08:53
6425471_668,get_pmi_weights,09:03.976,5695644K,00:09:07
6425471_669,get_pmi_weights,08:58.153,5710148K,00:09:01
6425471_67,get_pmi_weights,24:38.826,12734012K,00:24:47
6425471_670,get_pmi_weights,09:13.999,6347500K,00:09:29
6425471_671,get_pmi_weights,09:55.560,5293488K,00:10:00
6425471_672,get_pmi_weights,09:51.673,5415216K,00:09:57
6425471_673,get_pmi_weights,10:05.653,5163836K,00:10:11
6425471_674,get_pmi_weights,09:14.437,6030560K,00:09:39
6425471_675,get_pmi_weights,09:54.467,6225892K,00:09:58
6425471_676,get_pmi_weights,09:58.575,5374196K,00:10:02
6425471_677,get_pmi_weights,09:58.945,5370664K,00:10:02
6425471_678,get_pmi_weights,10:00.516,5412060K,00:10:04
6425471_679,get_pmi_weights,09:56.759,5102344K,00:10:00
6425471_68,get_pmi_weights,24:53.722,12581564K,00:25:02
6425471_680,get_pmi_weights,09:52.591,5390368K,00:09:56
6425471_681,get_pmi_weights,09:56.245,5126228K,00:10:00
6425471_682,get_pmi_weights,09:07.793,5441512K,00:09:11
6425471_683,get_pmi_weights,09:02.972,5535132K,00:09:06
6425471_684,get_pmi_weights,08:49.078,5484892K,00:08:52
6425471_685,get_pmi_weights,09:21.207,5545532K,00:09:24
6425471_686,get_pmi_weights,08:49.632,5392504K,00:08:53
6425471_687,get_pmi_weights,09:32.788,5390680K,00:09:36
6425471_688,get_pmi_weights,09:06.175,5459104K,00:09:09
6425471_689,get_pmi_weights,09:02.998,6142676K,00:09:06
6425471_69,get_pmi_weights,25:08.322,11678040K,00:25:16
6425471_690,get_pmi_weights,09:01.368,5370756K,00:09:04
6425471_691,get_pmi_weights,10:23.642,5370632K,00:10:29
6425471_692,get_pmi_weights,08:53.465,5499856K,00:08:56
6425471_693,get_pmi_weights,09:12.726,5371812K,00:09:16
6425471_694,get_pmi_weights,09:02.952,5369684K,00:09:06
6425471_695,get_pmi_weights,09:08.649,5375056K,00:09:12
6425471_696,get_pmi_weights,09:04.977,5370696K,00:09:08
6425471_697,get_pmi_weights,09:03.025,5568784K,00:09:06
6425471_698,get_pmi_weights,09:13.468,5086912K,00:09:17
6425471_699,get_pmi_weights,09:15.349,5370504K,00:09:18
6425471_7,get_pmi_weights,22:32.953,13782816K,00:22:41
6425471_70,get_pmi_weights,24:50.128,11636292K,00:24:58
6425471_700,get_pmi_weights,09:57.658,5368200K,00:10:01
6425471_701,get_pmi_weights,10:14.587,5369140K,00:10:18
6425471_702,get_pmi_weights,08:43.304,5370544K,00:08:46
6425471_703,get_pmi_weights,09:06.631,5373168K,00:09:10
6425471_704,get_pmi_weights,08:51.002,5907816K,00:08:54
6425471_705,get_pmi_weights,08:00.115,4131876K,00:08:03
6425471_706,get_pmi_weights,07:48.368,4106336K,00:07:51
6425471_707,get_pmi_weights,07:59.577,4107532K,00:08:03
6425471_708,get_pmi_weights,08:04.928,4191868K,00:08:08
6425471_709,get_pmi_weights,08:05.657,4140952K,00:08:09
6425471_71,get_pmi_weights,24:48.476,12579916K,00:24:56
6425471_710,get_pmi_weights,07:51.028,4136284K,00:07:54
6425471_711,get_pmi_weights,08:03.688,4077084K,00:08:07
6425471_712,get_pmi_weights,07:59.200,4065192K,00:08:02
6425471_713,get_pmi_weights,07:48.856,4087960K,00:07:52
6425471_714,get_pmi_weights,08:06.275,4059340K,00:08:10
6425471_715,get_pmi_weights,07:58.573,4055600K,00:08:02
6425471_716,get_pmi_weights,08:12.182,4040324K,00:08:15
6425471_717,get_pmi_weights,07:53.756,4040656K,00:07:57
6425471_718,get_pmi_weights,07:59.071,4423944K,00:08:02
6425471_719,get_pmi_weights,08:01.028,4218736K,00:08:04
6425471_72,get_pmi_weights,24:55.900,12517540K,00:25:04
6425471_720,get_pmi_weights,08:06.997,4150636K,00:08:10
6425471_721,get_pmi_weights,08:00.684,4224248K,00:08:03
6425471_722,get_pmi_weights,08:00.994,4079692K,00:08:04
6425471_723,get_pmi_weights,08:10.571,4113732K,00:08:13
6425471_724,get_pmi_weights,08:04.814,4110196K,00:08:08
6425471_725,get_pmi_weights,08:01.955,4122608K,00:08:05
6425471_726,get_pmi_weights,08:08.646,4043216K,00:08:12
6425471_727,get_pmi_weights,07:55.072,4038840K,00:07:58
6425471_728,get_pmi_weights,08:00.398,4038996K,00:08:03
6425471_729,get_pmi_weights,07:48.273,4039004K,00:07:51
6425471_73,get_pmi_weights,24:50.891,12440036K,00:24:59
6425471_730,get_pmi_weights,07:53.008,4039480K,00:07:56
6425471_731,get_pmi_weights,07:53.991,4039524K,00:07:56
6425471_732,get_pmi_weights,08:14.843,4039204K,00:08:17
6425471_733,get_pmi_weights,07:51.041,3898436K,00:07:53
6425471_734,get_pmi_weights,07:57.207,4040924K,00:08:00
6425471_735,get_pmi_weights,07:50.556,4041204K,00:07:53
6425471_736,get_pmi_weights,08:01.481,4039332K,00:08:04
6425471_737,get_pmi_weights,08:02.039,4039192K,00:08:05
6425471_738,get_pmi_weights,08:06.781,3898380K,00:08:10
6425471_739,get_pmi_weights,07:55.716,4745752K,00:07:59
6425471_74,get_pmi_weights,24:22.630,11408380K,00:24:31
6425471_740,get_pmi_weights,07:48.873,3898496K,00:07:52
6425471_741,get_pmi_weights,07:52.208,4039428K,00:07:55
6425471_742,get_pmi_weights,08:07.486,4039368K,00:08:10
6425471_743,get_pmi_weights,07:56.819,3898296K,00:07:59
6425471_744,get_pmi_weights,07:56.071,4040964K,00:07:58
6425471_745,get_pmi_weights,07:55.985,4039188K,00:07:59
6425471_746,get_pmi_weights,08:01.984,4041124K,00:08:05
6425471_747,get_pmi_weights,07:55.256,4039132K,00:07:58
6425471_748,get_pmi_weights,08:05.501,3898152K,00:08:08
6425471_749,get_pmi_weights,08:03.803,4008592K,00:08:07
6425471_75,get_pmi_weights,24:25.985,12764492K,00:24:34
6425471_750,get_pmi_weights,08:09.275,4218676K,00:08:12
6425471_751,get_pmi_weights,08:24.515,3744296K,00:08:28
6425471_752,get_pmi_weights,07:58.405,3894524K,00:08:01
6425471_753,get_pmi_weights,08:04.850,4226204K,00:08:08
6425471_754,get_pmi_weights,08:05.818,3780500K,00:08:09
6425471_755,get_pmi_weights,07:58.527,3780996K,00:08:01
6425471_756,get_pmi_weights,08:11.192,3780812K,00:08:14
6425471_757,get_pmi_weights,07:57.582,3780844K,00:08:01
6425471_758,get_pmi_weights,08:14.374,3781016K,00:08:17
6425471_759,get_pmi_weights,08:10.612,3783040K,00:08:14
6425471_76,get_pmi_weights,25:59.275,12197052K,00:26:08
6425471_760,get_pmi_weights,08:02.859,3781148K,00:08:06
6425471_761,get_pmi_weights,07:57.178,3781368K,00:08:00
6425471_762,get_pmi_weights,08:08.545,3783080K,00:08:12
6425471_763,get_pmi_weights,08:02.940,3780764K,00:08:06
6425471_764,get_pmi_weights,08:07.360,3781068K,00:08:11
6425471_765,get_pmi_weights,08:05.152,3783156K,00:08:08
6425471_766,get_pmi_weights,08:07.594,3780900K,00:08:11
6425471_767,get_pmi_weights,08:10.175,3780928K,00:08:13
6425471_768,get_pmi_weights,08:04.820,3780872K,00:08:08
6425471_769,get_pmi_weights,08:04.583,3780904K,00:08:08
6425471_77,get_pmi_weights,27:00.691,11989144K,00:27:09
6425471_770,get_pmi_weights,08:19.067,3782916K,00:08:23
